search_term,stockcode,name,brand,price,cup_price,package_size,image_url,url
pasta,10305,San Remo Trivelle Pasta,San Remo,2.95,$0.59 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/010305.jpg,https://www.woolworths.com.au/shop/productdetails/10305
pasta,745386,Woolworths Large Pasta Shells,Woolworths,1,$0.20 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/745386.jpg,https://www.woolworths.com.au/shop/productdetails/745386
pasta,88382,Barilla Pasta Rigatoni Pasta No 89,Barilla,3.5,$0.70 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/088382.jpg,https://www.woolworths.com.au/shop/productdetails/88382
pasta,188799,Woolworths Essentials Pasta Spirals,Woolworths Essentials,0.9,$0.18 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/188799.jpg,https://www.woolworths.com.au/shop/productdetails/188799
pasta,43974,San Remo Spaghetti Pasta No 5,San Remo,2.95,$0.59 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/043974.jpg,https://www.woolworths.com.au/shop/productdetails/43974
pasta,93054,San Remo Rigatoni Pasta No 22,San Remo,2.95,$0.59 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/093054.jpg,https://www.woolworths.com.au/shop/productdetails/93054
pasta,346837,Woolworths Pasta Macaroni,Woolworths,1,$0.20 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/346837.jpg,https://www.woolworths.com.au/shop/productdetails/346837
pasta,346835,Woolworths Pasta Fettuccine,Woolworths,1,$0.20 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/346835.jpg,https://www.woolworths.com.au/shop/productdetails/346835
pasta,123906,La Molisana Extra Lusso Fusilli Pasta,La Molisana,2.8,$0.56 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/123906.jpg,https://www.woolworths.com.au/shop/productdetails/123906
pasta,215448,Macro Organic Penne Pasta,Macro,1.95,$0.39 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/215448.jpg,https://www.woolworths.com.au/shop/productdetails/215448
pasta,83764,Barilla Pasta Penne Rigate Rigate Pasta No 73,Barilla,3.5,$0.70 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/083764.jpg,https://www.woolworths.com.au/shop/productdetails/83764
pasta,44571,Woolworths Essentials Pasta Spaghetti,Woolworths Essentials,0.9,$0.18 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/044571.jpg,https://www.woolworths.com.au/shop/productdetails/44571
pasta,9010,Zafarelli Pennette Rigate Pasta No 18,Zafarelli,2,$0.40 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/009010.jpg,https://www.woolworths.com.au/shop/productdetails/9010
pasta,48900,San Remo Bows Ties Pasta No 23,San Remo,2.95,$0.59 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/048900.jpg,https://www.woolworths.com.au/shop/productdetails/48900
pasta,9011,Zafarelli Fusilli Pasta No 17,Zafarelli,2,$0.40 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/009011.jpg,https://www.woolworths.com.au/shop/productdetails/9011
pasta,94849,Zafarelli Liscio Piccolo Pasta No 40,Zafarelli,2,$0.40 / 100G,500g,https://cdn0.woolworths.media/content/wowproductimages/small/094849.jpg,https://www.woolworths.com.au/shop/productdetails/94849
tomato,134034,Gourmet Tomato,,0.54,$0.54 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/134034.jpg,https://www.woolworths.com.au/shop/productdetails/134034
tomato,149864,Tomato Roma Red,,0.8,$0.80 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/149864.jpg,https://www.woolworths.com.au/shop/productdetails/149864
tomato,169438,Truss Tomatoes,,1.11,$1.11 / 1EA,each,https://cdn0.woolworths.media/content/wowproductimages/small/169438.jpg,https://www.woolworths.com.au/shop/productdetails/169438
tomato,727144,Woolworths Sweet Solanato Tomato Punnet Punnet,Woolworths,3.5,$17.50 / 1KG,200g,https://cdn0.woolworths.media/content/wowproductimages/small/727144.jpg,https://www.woolworths.com.au/shop/productdetails/727144
tomato,149620,Woolworths Cherry Tomatoes Punnet,Woolworths,3.2,$12.80 / 1KG,250g,https://cdn0.woolworths.media/content/wowproductimages/small/149620.jpg,https://www.woolworths.com.au/shop/productdetails/149620
tomato,166144,Mini-Roma Tomato Punnet,Mini-Roma,3.5,$14.00 / 1KG,250g,https://cdn0.woolworths.media/content/wowproductimages/small/166144.jpg,https://www.woolworths.com.au/shop/productdetails/166144
tomato,143730,Woolworths Gourmet Tomatoes Punnet,Woolworths,,,1kg,https://cdn0.woolworths.media/content/wowproductimages/small/143730.jpg,https://www.woolworths.com.au/shop/productdetails/143730
tomato,196442,Woolworths Tomato Truss Punnet,Woolworths,5.5,$11.00 / 1KG,500g,https://cdn0.woolworths.media/content/wowproductimages/small/196442.jpg,https://www.woolworths.com.au/shop/productdetails/196442
tomato,747009,Woolworths Truss Cocktail Tomato Punnet,Woolworths,4.5,$18.00 / 1KG,250g,https://cdn0.woolworths.media/content/wowproductimages/small/747009.jpg,https://www.woolworths.com.au/shop/productdetails/747009
tomato,760007,Woolworths Roma Tomato Punnet,Woolworths,4.9,$10.21 / 1KG,480g,https://cdn0.woolworths.media/content/wowproductimages/small/760007.jpg,https://www.woolworths.com.au/shop/productdetails/760007
tomato,825891,The Odd Bunch Tomato Prepacked,The Odd Bunch,3.7,$3.70 / 1KG,1kg,https://cdn0.woolworths.media/content/wowproductimages/small/825891.jpg,https://www.woolworths.com.au/shop/productdetails/825891
tomato,759911,Woolworths Gourmet Tomatoes Punnet,Woolworths,4.5,$9.38 / 1KG,480g,https://cdn0.woolworths.media/content/wowproductimages/small/759911.jpg,https://www.woolworths.com.au/shop/productdetails/759911
tomato,61078,Perfection Fresh Mix-a-Mato® Tomatoes,Perfection,6.9,$21.56 / 1KG,320g,https://cdn0.woolworths.media/content/wowproductimages/small/061078.jpg,https://www.woolworths.com.au/shop/productdetails/61078
tomato,6055511,Tinyberry Tomatoes,,3,$24.00 / 1KG,125g,https://cdn0.woolworths.media/content/wowproductimages/small/6055511.jpg,https://www.woolworths.com.au/shop/productdetails/6055511
tomato,663649,Perfection Fresh Kumato Tomato Punnet,Perfection,,,300g,https://cdn0.woolworths.media/content/wowproductimages/small/663649.jpg,https://www.woolworths.com.au/shop/productdetails/663649
